timestamp,unityTimestamp,localTimestamp,emg1,emg2,rms1,rms2,left_processed,right_processed
5026285.5806678,5026285.5806678,5026285.5806678,0.10365063787358321,0.13757655066704494,0.10365063787358321,0.13757655066704494,0.0,0.3005159519755628
5026285.5856678,5026285.5856678,5026285.5856678,0.1047212904455117,0.13839248936657805,0.10418733945200324,0.13798512312296643,0.0,0.325583654665173
5026285.5906678,5026285.5906678,5026285.5906678,0.10578648058062409,0.13919960537429152,0.10472309977238174,0.13839113476288728,0.0,0.35049424012082253
5026285.5956678,5026285.5956678,5026285.5956678,0.10684611252899669,0.13999783456021622,0.10525786744985821,0.13879455340937244,0.0,0.37524573411648765
5026285.6006678,5026285.6006678,5026285.6006678,0.10790007981383384,0.140787095345521,0.10579158932939745,0.13919534362920147,0.0,0.3998359626695063
5026285.6056678,5026285.6056678,5026285.6056678,0.10894828336194172,0.14156731780190512,0.10632421354181538,0.13959347161781538,0.0,0.4242628517227021
5026285.6106678,5026285.6106678,5026285.6106678,0.10999052939005499,0.14233828586940006,0.10685567493935647,0.1399888829943915,0.0,0.4485230647753515
5026285.6156677995,5026285.6156677995,5026285.6156677995,0.1110268217331013,0.14310008975335858,0.10738592901968799,0.14038155470962937,0.0,0.47261518765231286
5026285.620667799,5026285.620667799,5026285.620667799,0.11205692445423412,0.14385245161550486,0.10791491315410061,0.14077143612463608,0.0,0.4965361134365771
5026285.625667799,5026285.625667799,5026285.625667799,0.11308089774641664,0.14459554409027905,0.10844258654451637,0.1411585089281182,0.0,0.5202847186504059
5026285.630667799,5026285.630667799,5026285.630667799,0.11409856428400177,0.1453291787272209,0.1089688980382266,0.1415427390057103,0.0,0.5438589102286434
5026285.635667799,5026285.635667799,5026285.635667799,0.11510977663606824,0.14605321460896697,0.10949379313212432,0.14192408713676177,0.0,0.567256281813266
5026285.640667799,5026285.640667799,5026285.640667799,0.1161145261368015,0.14676771624692767,0.11001722662086193,0.14230252731621743,0.0,0.5904752378806811
5026285.645667799,5026285.645667799,5026285.645667799,0.1171126616284117,0.1474725370573087,0.11053914869117962,0.14267802659777507,0.0,0.6135137570315117
5026285.650667799,5026285.650667799,5026285.650667799,0.11810404578746979,0.1481675524611707,0.1110595075139326,0.14305054897623415,0.0,0.6363696301896208
5026285.655667799,5026285.655667799,5026285.655667799,0.11908859706487289,0.1488527194073306,0.111578253674674,0.1434200616874665,0.0,0.6590408471328011
5026285.6606677985,5026285.6606677985,5026285.6606677985,0.12006619315652063,0.14952793625313696,0.11260210452544189,0.14416577305693679,0.0,0.704793493037388
5026285.665667798,5026285.665667798,5026285.665667798,0.12103700422759649,0.15019351474217513,0.11361974707790529,0.14490210762252495,0.0,0.7499708311147111
5026285.670667798,5026285.670667798,5026285.670667798,0.46822830020999756,0.15084889527276088,0.16097323388933787,0.14562897886492462,1.0,0.794567553027859
5026285.675667798,5026285.675667798,5026285.675667798,0.12295703257519358,0.1514942812930296,0.16169037783635304,0.14634631771648557,1.0,0.8385794211751613
5026285.680667798,5026285.680667798,5026285.680667798,0.12390605295754549,0.15212933612419946,0.1624058833781677,0.14705403854547686,1.0,0.8820011816763318
5026285.685667798,5026285.685667798,5026285.685667798,0.12484775571552435,0.15275427947187048,0.16311958208496485,0.14775207453448372,1.0,0.9248287349914637
5026285.690667798,5026285.690667798,5026285.690667798,0.12578193673824103,0.1533688966663378,0.16383130577046617,0.14844035824791485,1.0,0.9670579436528224
5026285.695667798,5026285.695667798,5026285.695667798,0.3722532164866311,0.15397313154888026,0.1863626588884869,0.1491188135472555,1.0,1.0
5026285.700667798,5026285.700667798,5026285.700667798,0.12762753930003107,0.1545671527147714,0.18698741343293396,0.14978739218522755,1.0,1.0
5026285.7056677975,5026285.7056677975,5026285.7056677975,0.1285387960139591,0.155150696907855,0.18761057025841557,0.15044601878718988,1.0,1.0
5026285.710667797,5026285.710667797,5026285.710667797,0.12944207100010818,0.15572355496936285,0.1882319686809557,0.15109461615272224,1.0,1.0
5026285.715667797,5026285.715667797,5026285.715667797,0.13033743727705435,0.15628588864576654,0.1888514580654061,0.15173312632250074,1.0,1.0
5026285.720667797,5026285.720667797,5026285.720667797,0.13122482070838146,0.15683766116513734,0.18946888626580127,0.15236148533278746,1.0,1.0
5026285.725667797,5026285.725667797,5026285.725667797,0.1321040615887855,0.15737872337340306,0.1900841013504636,0.15297962870704676,1.0,1.0
5026285.730667797,5026285.730667797,5026285.730667797,0.13297511187631264,0.15790907357020342,0.19069695594820105,0.1535874996343697,1.0,1.0
5026285.735667797,5026285.735667797,5026285.735667797,0.13383788825728934,0.15842866301314434,0.19130730358980894,0.15418504100028949,1.0,1.0
5026285.740667797,5026285.740667797,5026285.740667797,0.13469223455838403,0.15893734951344168,0.19191499710485188,0.15477219292447428,1.0,1.0
