timestamp,sample_timestamp,unityTimestamp,localTimestamp,emg1,emg2,rms1,rms2,left_processed,right_processed
88057.0002523,88057.0002523,88057.0002523,88057.0002523,0.16958158151612446,0.1680667248390784,0.16958158151612446,0.1680667248390784,0.4067257950766737,0.20307750764650645
88057.0052523,88057.0052523,88057.0052523,88057.0052523,0.169475436525018,0.16784624353936248,0.16952851732799318,0.1679565203682332,0.40619718775419283,0.20204448408290218
88057.01025230001,88057.01025230001,88057.01025230001,88057.01025230001,0.1693573597630008,0.1676139932499807,0.16947148401304357,0.16784242233080213,0.4056290413456746,0.20097496339718648
88057.01525230001,88057.01525230001,88057.01525230001,88057.01525230001,0.1692274446284057,0.7129539383835052,0.1694105071241229,0.38497290633827885,0.405021610399858,1.0
88057.02025230002,88057.02025230002,88057.02025230002,88057.02025230002,0.1999413113684759,0.16711441100381816,0.17594101721199398,0.3523474934842926,0.47007632193984633,1.0
88057.02525230002,88057.02525230002,88057.02525230002,88057.02525230002,0.16893167949142568,0.16684688248354193,0.17479231486907998,0.3287809967688205,0.45863334144397816,1.0
88057.03025230003,88057.03025230003,88057.03025230003,88057.03025230003,0.16876604933526948,0.1665678426778857,0.17394420264309068,0.31083447805456105,0.4501847370512304,1.0
88057.03525230003,88057.03525230003,88057.03525230003,88057.03525230003,0.16858847778291663,0.16627708240767416,0.17328378973274777,0.29664258320539727,0.443605929147781,1.0
88057.04025230004,88057.04025230004,88057.04025230004,88057.04025230004,0.16839895829280996,0.1659746071609826,0.17274785202949822,0.2850968933905358,0.4382671007531878,1.0
88057.04525230004,88057.04525230004,88057.04525230004,88057.04525230004,0.1681978080913569,0.16566073930780284,0.17229825480079178,0.2754933081104546,0.43378836668354787,1.0
88057.05025230005,88057.05025230005,88057.05025230005,88057.05025230005,0.16798464896911894,0.16533512023919752,0.17191058150394345,0.267361065044824,0.4299264976780831,1.0
88057.05525230005,88057.05525230005,88057.05525230005,88057.05525230005,0.16775974584232242,0.16499802096140698,0.17156851417833643,0.2603724379041987,0.4265189397851783,1.0
88057.06025230006,88057.06025230006,88057.06025230006,88057.06025230006,0.16752310539026227,0.1646494596107073,0.17126072151231456,0.25429164383140374,0.4234528143473865,1.0
88057.06525230006,88057.06525230006,88057.06525230006,88057.06525230006,0.16727446188434078,0.16428918887813426,0.1709790708007932,0.24894435109283283,0.4206471061337073,0.9612000506589972
88057.07025230007,88057.07025230007,88057.07025230007,88057.07025230007,0.16701455082004543,0.1639179374268317,0.1707176337918374,0.2441987099863155,0.4180427599226688,0.9167158382686696
88057.07525230007,88057.07525230007,88057.07525230007,88057.07525230007,0.35304085195609003,0.16353498970886413,0.1873842143268311,0.2399529696424629,0.584069544120694,0.8769175452728633
88057.08025230007,88057.08025230007,88057.08025230007,88057.08025230007,0.2553599221530948,0.1631407288251205,0.19336757056100842,0.23974039548635268,0.6436736958053119,0.8749249390692219
88057.08525230008,88057.08525230008,88057.08525230008,88057.08525230008,0.16616401999391278,0.1627353054395776,0.19318786767513657,0.23952005837370413,0.6418835570189084,0.8728595652458476
88057.09025230008,88057.09025230008,88057.09025230008,88057.09025230008,0.16585718400898394,0.16231844170935755,0.19299798017909292,0.23929199730653758,0.6399919626236845,0.8707217893959485
88057.09525230009,88057.09525230009,88057.09525230009,88057.09525230009,0.1655387361675056,0.16189032091714586,0.19279793029358283,0.16471105711012113,0.6379991339747192,0.17162248763639662
88057.1002523001,88057.1002523001,88057.1002523001,88057.1002523001,0.6053043295511884,0.16145111665735465,0.23994185157417508,0.1643576424398351,1.0,0.16830968481334493
88057.1052523001,88057.1052523001,88057.1052523001,88057.1052523001,0.3875252147120152,0.16100072761399953,0.2552928898700587,0.16399281732591434,1.0,0.16488992392356983
88057.1102523001,88057.1102523001,88057.1102523001,88057.1102523001,0.1645145439003193,0.16053933163516299,0.2551193849991841,0.16361661302786298,1.0,0.16136349798426153
88057.11525230011,88057.11525230011,88057.11525230011,88057.11525230011,0.1641500871496362,0.41269603361615553,0.25493842221062213,0.18891074032592908,1.0,0.3984630395846353
88057.12025230011,88057.12025230011,88057.12025230011,88057.12025230011,0.1637742924866901,0.15958318983343014,0.2547500485320458,0.18856622000358056,1.0,0.39523360970400473
88057.12525230012,88057.12525230012,88057.12525230012,88057.12525230012,0.16338705785233978,0.4926042314209047,0.2545542947560724,0.22137792311576493,1.0,0.7028006459314723
88057.13025230012,88057.13025230012,88057.13025230012,88057.13025230012,0.16298863879501307,0.3727094922984223,0.2543512185132935,0.2366045779821301,1.0,0.8455307289416226
88057.13525230013,88057.13525230013,88057.13525230013,88057.13525230013,0.16257877438655846,0.15806700312225375,0.2541408570191821,0.23630865035326412,1.0,0.8427567923545171
