timestamp,session_elapsed_s,perf_counter,force_raw,force_rms
1778791802.6242356,1.012505600001532,8422.7911944,0.8489728699660452,0.8489728699660452
1778791802.6305146,1.0175056000007316,8422.7961944,0.8463089925402993,0.8476419777220097
1778791802.6346874,1.0225055999999313,8422.801194399999,0.8436451151145535,0.8463117875128543
1778791802.6393495,1.027505599999131,8422.806194399998,0.8409812376888077,0.8449823026540566
1778791802.644629,1.0325055999983306,8422.811194399997,0.8383173602630619,0.8423184418280079
1778791802.649942,1.0375055999975302,8422.816194399997,0.8356534828373161,0.8396545811072866
1778791802.6548312,1.0425055999967299,8422.821194399996,0.8356534828373161,0.8376543030121824
1778791802.659505,1.0475055999959295,8422.826194399995,0.8356534828373161,0.8363202476702388
1778791802.6644392,1.0525055999951292,8422.831194399994,0.8356534828373161,0.8356534828373161
1778791802.6710403,1.0575055999943288,8422.836194399993,0.8239797111023485,0.8327503819336739
1778791802.6746743,1.0625055999935284,8422.841194399993,0.821103409866205,0.829124065016583
1778791802.6797016,1.067505599992728,8422.846194399992,0.8182271086300615,0.8247675003716904
1778791802.684431,1.0725055999919277,8422.851194399991,0.8153508073939181,0.8196715675222064
1778791802.6896076,1.0775055999911274,8422.85619439999,0.8124745061577746,0.8167952885003152
1778791802.6943388,1.082505599990327,8422.86119439999,0.8095982049216311,0.8139190096354293
1778791802.6993027,1.0875055999895267,8422.866194399989,0.8067219036854877,0.8110427309292184
1778791802.7045653,1.0925055999887263,8422.871194399988,0.8067219036854877,0.8088826454345095
1778791802.7095518,1.097505599987926,8422.876194399987,0.8067219036854877,0.807441939564409
1778791802.7148788,1.1025055999871256,8422.881194399986,0.8067219036854877,0.8067219036854877
1778791802.7197132,1.1075055999863253,8422.886194399985,0.7943332392994237,0.8036426420856672
1778791802.7245557,1.112505599985525,8422.891194399985,0.7912675438862333,0.79979217313555
1778791802.7311482,1.1175055999847245,8422.896194399984,0.7882018484730429,0.7951622483628619
1778791802.734687,1.1225055999839242,8422.901194399983,0.7851361530598525,0.7897421341554491
1778791802.739284,1.1275055999831238,8422.906194399982,0.7820704576466622,0.7866764677282138
1778791802.7447674,1.1325055999823235,8422.911194399981,0.7790047622334717,0.783610801527779
1778791802.749857,1.1375055999815231,8422.91619439998,0.7759390668202812,0.7805451355568171
1778791802.7546387,1.1425055999807228,8422.92119439998,0.7759390668202812,0.7782424897070875
1778791802.7593536,1.1475055999799224,8422.926194399979,0.7759390668202812,0.776706625090229
1778791802.7644672,1.152505599979122,8422.931194399978,0.7759390668202812,0.7759390668202812
1778791802.7695494,1.1575055999783217,8422.936194399977,0.7629321323219296,0.7727078595405693
1778791802.7746058,1.1625055999775213,8422.941194399977,0.7597009055496047,0.7686634138649429
1778791802.7804341,1.167505599976721,8422.946194399976,0.7564696787772797,0.7637962285108354
1778791802.7845764,1.1725055999759206,8422.951194399975,0.7532384520049548,0.7580939000068522
1778791802.7896528,1.1775055999751203,8422.956194399974,0.7500072252326297,0.7548627100808231
1778791802.794453,1.18250559997432,8422.961194399973,0.7467759984603048,0.751631520471593
1778791802.799645,1.1875055999735196,8422.966194399973,0.7435447716879799,0.7484003311832652
1778791802.8043637,1.1925055999727192,8422.971194399972,0.7435447716879799,0.7459730029945109
1778791802.8094244,1.1975055999719189,8422.976194399971,0.7435447716879799,0.7443538933850579
1778791802.8150828,1.2025055999711185,8422.98119439997,0.7435447716879799,0.7435447716879799
1778791802.8198102,1.2075055999703181,8422.98619439997,0.7435447716879799,0.7435447716879799
1778791802.8247328,1.2125055999695178,8422.991194399969,0.7266837498670364,0.7393655650005632
1778791802.8301811,1.2175055999687174,8422.996194399968,0.723314834067421,0.7343315457802182
1778791802.834562,1.222505599967917,8423.001194399967,0.7199459182678056,0.7284288870984255
1778791802.8394616,1.2275055999671167,8423.006194399966,0.7165770024681903,0.7216402059197453
1778791802.8444004,1.2325055999663164,8423.011194399965,0.7132080866685749,0.7182713362247238
1778791802.8496108,1.237505599965516,8423.016194399965,0.7098391708689595,0.7149024669642273
1778791802.8543813,1.2425055999647157,8423.021194399964,0.7098391708689595,0.7123713344098727
1778791802.859335,1.2475055999639153,8423.026194399963,0.7098391708689595,0.710682897006331
1778791802.8646352,1.252505599963115,8423.031194399962,0.7098391708689595,0.7098391708689595
1778791802.8697555,1.2575055999623146,8423.036194399961,0.7098391708689595,0.7098391708689595
1778791802.8742929,1.2625055999615142,8423.04119439996,0.692453396646813,0.705532892930497
1778791802.8796191,1.2675055999607139,8423.04619439996,0.6889766102880608,0.7003434466480711
1778791802.884438,1.2725055999599135,8423.051194399959,0.6854998239293084,0.694255380454264
1778791802.8896332,1.2775055999591132,8423.056194399958,0.6820230375705562,0.6872492103370902
1778791802.8941844,1.2825055999583128,8423.061194399957,0.6785462512118038,0.6837724798757442
1778791802.8993917,1.2875055999575125,8423.066194399957,0.6750694648530514,0.680295749985743
1778791802.9045677,1.292505599956712,8423.071194399956,0.671592678494299,0.6768190206758918
1778791802.909433,1.2975055999559117,8423.076194399955,0.671592678494299,0.6742064314853559
1778791802.914624,1.3025055999551114,8423.081194399954,0.671592678494299,0.6724635603135731
1778791802.9193332,1.307505599954311,8423.086194399953,0.671592678494299,0.671592678494299
1778791802.924216,1.3125055999535107,8423.091194399953,0.6572860412325948,0.66804474352783
1778791802.9294426,1.3175055999527103,8423.096194399952,0.6537290916490702,0.663600052155255
1778791802.9345515,1.32250559995191,8423.101194399951,0.6501721420655455,0.6582452440756373
1778791802.9393141,1.3275055999511096,8423.10619439995,0.6466151924820208,0.6519627456255065
1778791802.9444406,1.3325055999503093,8423.11119439995,0.6430582428984962,0.6484058625765734
1778791802.9494824,1.337505599949509,8423.116194399949,0.6395012933149715,0.6448489802616353
1778791802.9545443,1.3425055999487086,8423.121194399948,0.6359443437314468,0.6412920986929053
1778791802.9600942,1.3475055999479082,8423.126194399947,0.6359443437314468,0.6386188661007565
1778791802.9651272,1.3525055999471078,8423.131194399946,0.6359443437314468,0.6368354436437216
1778791802.969573,1.3575055999463075,8423.136194399945,0.6359443437314468,0.6359443437314468
1778791802.9744883,1.3625055999455071,8423.141194399945,0.6214597961701265,0.6323543119224927
1778791802.979616,1.3675055999447068,8423.146194399944,0.6178503909767915,0.6278538445637707
1778791802.9844832,1.3725055999439064,8423.151194399943,0.6142409857834565,0.6224284257700322
1778791802.9895203,1.377505599943106,8423.156194399942,0.6106315805901216,0.6160589054051998
1778791802.9946141,1.3825055999423057,8423.161194399941,0.6070221753967866,0.6124495781049742
1778791802.9994376,1.3875055999415054,8423.16619439994,0.6034127702034516,0.6088402517282906
1778791803.0047622,1.392505599940705,8423.17119439994,0.5998033650101167,0.6052309262916717
1778791803.0093935,1.3975055999399046,8423.176194399939,0.5998033650101167,0.6025178516075207
1778791803.0147517,1.4025055999391043,8423.181194399938,0.5998033650101167,0.6007077495082324
1778791803.0197637,1.407505599938304,8423.186194399937,0.5998033650101167,0.5998033650101167
1778791803.0247552,1.4125055999375036,8423.191194399937,0.5852475720341794,0.5961977336849495
1778791803.029417,1.4175055999367032,8423.196194399936,0.581613526687779,0.5916749885606575
1778791803.0349991,1.4225055999359029,8423.201194399935,0.5779794813413786,0.5862195349285125
1778791803.0396528,1.4275055999351025,8423.206194399934,0.5743454359949782,0.5798107397457399
1778791803.0444424,1.4325055999343022,8423.211194399933,0.5707113906485778,0.5761767841865333
1778791803.0498571,1.4375055999335018,8423.216194399933,0.5670773453021773,0.5725428297671077
1778791803.0543046,1.4425055999327014,8423.221194399932,0.5634432999557769,0.5689088765093043
1778791803.0598085,1.447505599931901,8423.226194399931,0.5634432999557769,0.5661768521189094
1778791803.064672,1.4525055999311007,8423.23119439993,0.5634432999557769,0.5643540051133977
1778791803.0694058,1.4575055999303004,8423.23619439993,0.5634432999557769,0.5634432999557769
1778791803.0746286,1.4625055999295,8423.241194399929,0.5489202314753957,0.5598478537330854
1778791803.0796766,1.4675055999286997,8423.246194399928,0.5452889769639018,0.5553355277333362
1778791803.0845442,1.4725055999278993,8423.251194399927,0.541657722452408,0.5498897456487813
1778791803.090393,1.477505599927099,8423.256194399926,0.538026467940914,0.5434885135443632
1778791803.0948155,1.4825055999262986,8423.261194399925,0.5343952134294201,0.5398573610297259
1778791803.0999,1.4875055999254982,8423.266194399925,0.5307639589179263,0.5362262098964883
1778791803.1045318,1.492505599924698,8423.271194399924,0.5271327044064325,0.5325950601729048
1778791803.1095948,1.4975055999238975,8423.276194399923,0.5271327044064325,0.5298646997895274
1778791803.1144586,1.5025055999230972,8423.281194399922,0.5271327044064325,0.528042859115325
1778791803.1199207,1.5075055999222968,8423.286194399921,0.5271327044064325,0.5271327044064325
1778791803.1252592,1.5125055999214965,8423.29119439992,0.5127477144903932,0.5235735103306028
1778791803.1294727,1.5175055999206961,8423.29619439992,0.5091466514688515,0.5191045914665812
1778791803.1345873,1.5225055999198958,8423.301194399919,0.5055455884473098,0.5137085169311586
1778791803.1397033,1.5275055999190954,8423.306194399918,0.5019445254257681,0.5073620945686872
1778791803.1452234,1.532505599918295,8423.311194399917,0.4983434624042263,0.5037611457393307
1778791803.1493604,1.5375055999174947,8423.316194399917,0.4947423993826845,0.5001601985542743
1778791803.155994,1.5425055999166943,8423.321194399916,0.4911413363611427,0.4965592530492904
1778791803.1597977,1.547505599915894,8423.326194399915,0.4911413363611427,0.49385115997463913
1778791803.164547,1.5525055999150936,8423.331194399914,0.4911413363611427,0.4920440728722284
1778791803.1693368,1.5575055999142933,8423.336194399913,0.4911413363611427,0.4911413363611427
1778791803.1746154,1.562505599913493,8423.341194399913,0.4911413363611427,0.4911413363611427
1778791803.1792004,1.5675055999126926,8423.346194399912,0.47343486237198695,0.48677510355322445
1778791803.1844788,1.5725055999118922,8423.351194399911,0.46989080181477777,0.48150222198462783
1778791803.1896873,1.5775055999110918,8423.35619439991,0.46634674125756853,0.4752991242111329
1778791803.1942444,1.5825055999102915,8423.36119439991,0.46280268070035935,0.46813554097192545
1778791803.1998062,1.5875055999094911,8423.366194399909,0.4592586201431501,0.4645916083376123
1778791803.2052488,1.5925055999086908,8423.371194399908,0.45571455958594087,0.46104767766994303
1778791803.2096782,1.5975055999078904,8423.376194399907,0.45571455958594087,0.45838202437389636
1778791803.2143943,1.60250559990709,8423.381194399906,0.45571455958594087,0.45660315363333137
1778791803.2197657,1.6075055999062897,8423.386194399905,0.45571455958594087,0.45571455958594087
1778791803.224652,1.6125055999054894,8423.391194399905,0.45571455958594087,0.45571455958594087
1778791803.2297564,1.617505599904689,8423.396194399904,0.438400872725185,0.45144839258270375
1778791803.2348635,1.6225055999038887,8423.401194399903,0.43493754246999783,0.44629516877657915
1778791803.239671,1.6275055999030883,8423.406194399902,0.4314742122148106,0.4402305494513768
1778791803.244472,1.632505599902288,8423.411194399901,0.4280108819596234,0.43322318207198096
1778791803.2500095,1.6375055999014876,8423.4161943999,0.42454755170443614,0.4297599912713834
1778791803.255203,1.6425055999006872,8423.4211943999,0.4210842214492489,0.42629680273666054
1778791803.2599757,1.6475055998998869,8423.426194399899,0.4210842214492489,0.4236914507755395
1778791803.2643845,1.6525055998990865,8423.431194399898,0.4210842214492489,0.4219527190097224
1778791803.2712011,1.6575055998982862,8423.436194399897,0.4210842214492489,0.4210842214492489
1778791803.274573,1.6625055998974858,8423.441194399897,0.4210842214492489,0.4210842214492489
1778791803.2794504,1.6675055998966855,8423.446194399896,0.40428423366517785,0.4169476904393405
1778791803.2842584,1.672505599895885,8423.451194399895,0.40092420140065843,0.4119495721462871
